[2022-11-05 16:35:36] [INFO]: {'enable_float16': False, 'with_test': False, 'fix_BN': False, 'log_iter': 100, 'restore_ckpt_strict': True, 'optimizer_reset': False, 'scheduler_reset': False, 'restore_hint': 0, 'save_iter': 2000, 'save_name': 'spaAlign', 'sync_BN': False, 'total_iter': 40000, 'sampler': {'batch_shuffle': False, 'batch_size': [8, 16], 'frames_num_fixed': 30, 'frames_num_max': 50, 'frames_num_min': 25, 'sample_type': 'unfixed_ordered', 'type': 'TripletSampler', 'frames_skip_num': 0}, 'transform': [{'img_w': 64, 'type': 'BaseSilCuttingTransform'}]}
[2022-11-05 16:35:36] [INFO]: {'model': 'AffineTrans', 'align_cfg': {'h_ratio': 0.4, 'w_ratio': 0.4, 'feat_c': [1, 8, 16, 32]}, 'time_dim': 5, 'in_channels': [1, 32, 64, 128], 'SeparateFCs': {'in_channels': 128, 'out_channels': 256, 'parts_num': 32}, 'SeparateBNNecks': {'class_num': 74, 'in_channels': 256, 'parts_num': 32}, 'bin_num': [32]}
[2022-11-05 16:35:37] [INFO]: [{'loss_term_weights': 1.0, 'margin': 0.2, 'type': 'TripletLoss', 'log_prefix': 'triplet'}, {'loss_term_weights': 0.1, 'scale': 16, 'type': 'CrossEntropyLoss', 'log_prefix': 'softmax', 'log_accuracy': True}, {'loss_term_weights': 0.1, 'type': 'AffineTransformationLossV2', 'alpha': 1.0, 'beta': 0.1, 'log_prefix': 'affine'}]
[2022-11-05 16:35:37] [INFO]: {'dataset_name': 'OccCASIA-BN', 'dataset_root': '/home/pengyunjie/data/casia-bn2/occlusion_occlab64pkl', 'num_workers': 1, 'dataset_partition': './misc/partitions/OccCASIA-BN.json', 'remove_no_gallery': False, 'cache': False, 'test_dataset_name': 'OccCASIA-BN'}
[2022-11-05 16:35:37] [INFO]: -------- Train Pid List --------
[2022-11-05 16:35:37] [INFO]: [001, 002, ..., 074]
[2022-11-05 16:35:41] [INFO]: {'lr': 0.1, 'momentum': 0.9, 'solver': 'SGD', 'weight_decay': 0.0005}
[2022-11-05 16:35:41] [INFO]: {'gamma': 0.1, 'milestones': [10000, 20000, 30000], 'scheduler': 'MultiStepLR'}
[2022-11-05 16:35:42] [INFO]: Parameters Count: 4.98321M
[2022-11-05 16:35:42] [INFO]: Model Initialization Finished!
[2022-11-05 16:36:54] [INFO]: Iteration 00100, Cost 80.30s, triplet_loss=0.1987, triplet_hard_loss=0.8000, triplet_loss_num=205017.5156, triplet_mean_dist=0.2034, softmax_loss=4.2791, softmax_accuracy=0.0502, affine_affineMatrixloss=0.1405, affine_affineTransloss=0.0044, affine_loss_num=343.9200, affine_loss_sum=0.1410
[2022-11-05 17:00:27] [INFO]: Iteration 02100, Cost 70.30s, triplet_loss=0.1977, triplet_hard_loss=1.1493, triplet_loss_num=66677.1406, triplet_mean_dist=1.2671, softmax_loss=2.1979, softmax_accuracy=0.5677, affine_affineMatrixloss=0.0451, affine_affineTransloss=0.0030, affine_loss_num=342.9200, affine_loss_sum=0.0454
[2022-11-05 17:01:38] [INFO]: Iteration 02200, Cost 70.60s, triplet_loss=0.1971, triplet_hard_loss=1.1468, triplet_loss_num=63614.0391, triplet_mean_dist=1.2930, softmax_loss=2.1890, softmax_accuracy=0.5734, affine_affineMatrixloss=0.0452, affine_affineTransloss=0.0030, affine_loss_num=345.0300, affine_loss_sum=0.0455
[2022-11-05 17:02:49] [INFO]: Iteration 02300, Cost 70.70s, triplet_loss=0.1966, triplet_hard_loss=1.1386, triplet_loss_num=63836.4102, triplet_mean_dist=1.2888, softmax_loss=2.1694, softmax_accuracy=0.5778, affine_affineMatrixloss=0.0453, affine_affineTransloss=0.0030, affine_loss_num=338.2400, affine_loss_sum=0.0456
[2022-11-05 17:03:58] [INFO]: Iteration 02400, Cost 69.22s, triplet_loss=0.1970, triplet_hard_loss=1.1446, triplet_loss_num=62129.8516, triplet_mean_dist=1.3157, softmax_loss=2.1366, softmax_accuracy=0.5902, affine_affineMatrixloss=0.0448, affine_affineTransloss=0.0030, affine_loss_num=342.0500, affine_loss_sum=0.0451
[2022-11-05 17:05:09] [INFO]: Iteration 02500, Cost 70.76s, triplet_loss=0.1976, triplet_hard_loss=1.1542, triplet_loss_num=61063.6094, triplet_mean_dist=1.3287, softmax_loss=2.1484, softmax_accuracy=0.5821, affine_affineMatrixloss=0.0456, affine_affineTransloss=0.0030, affine_loss_num=356.1800, affine_loss_sum=0.0459
[2022-11-05 17:06:19] [INFO]: Iteration 02600, Cost 69.97s, triplet_loss=0.1969, triplet_hard_loss=1.1454, triplet_loss_num=61646.9805, triplet_mean_dist=1.3267, softmax_loss=2.1592, softmax_accuracy=0.5839, affine_affineMatrixloss=0.0454, affine_affineTransloss=0.0030, affine_loss_num=334.7000, affine_loss_sum=0.0457
[2022-11-05 17:07:28] [INFO]: Iteration 02700, Cost 69.21s, triplet_loss=0.1970, triplet_hard_loss=1.1480, triplet_loss_num=59734.7188, triplet_mean_dist=1.3448, softmax_loss=2.1098, softmax_accuracy=0.5996, affine_affineMatrixloss=0.0448, affine_affineTransloss=0.0030, affine_loss_num=339.3100, affine_loss_sum=0.0451
[2022-11-05 17:08:39] [INFO]: Iteration 02800, Cost 71.44s, triplet_loss=0.1967, triplet_hard_loss=1.1474, triplet_loss_num=59722.6992, triplet_mean_dist=1.3474, softmax_loss=2.1111, softmax_accuracy=0.5955, affine_affineMatrixloss=0.0451, affine_affineTransloss=0.0030, affine_loss_num=338.6000, affine_loss_sum=0.0454
[2022-11-05 17:09:49] [INFO]: Iteration 02900, Cost 69.41s, triplet_loss=0.1974, triplet_hard_loss=1.1417, triplet_loss_num=63356.9531, triplet_mean_dist=1.2989, softmax_loss=2.2433, softmax_accuracy=0.5577, affine_affineMatrixloss=0.0463, affine_affineTransloss=0.0028, affine_loss_num=335.1500, affine_loss_sum=0.0466
[2022-11-05 17:11:00] [INFO]: Iteration 03000, Cost 70.96s, triplet_loss=0.1969, triplet_hard_loss=1.1464, triplet_loss_num=58070.8750, triplet_mean_dist=1.3644, softmax_loss=2.0744, softmax_accuracy=0.6082, affine_affineMatrixloss=0.0448, affine_affineTransloss=0.0030, affine_loss_num=339.9900, affine_loss_sum=0.0451
[2022-11-05 17:12:10] [INFO]: Iteration 03100, Cost 70.40s, triplet_loss=0.1966, triplet_hard_loss=1.1496, triplet_loss_num=55083.5547, triplet_mean_dist=1.3963, softmax_loss=2.0510, softmax_accuracy=0.6156, affine_affineMatrixloss=0.0445, affine_affineTransloss=0.0030, affine_loss_num=347.8200, affine_loss_sum=0.0448
[2022-11-05 17:13:20] [INFO]: Iteration 03200, Cost 69.72s, triplet_loss=0.1971, triplet_hard_loss=1.1526, triplet_loss_num=56082.8906, triplet_mean_dist=1.3907, softmax_loss=2.0486, softmax_accuracy=0.6197, affine_affineMatrixloss=0.0450, affine_affineTransloss=0.0030, affine_loss_num=328.8800, affine_loss_sum=0.0453
[2022-11-05 17:14:30] [INFO]: Iteration 03300, Cost 70.10s, triplet_loss=0.1967, triplet_hard_loss=1.1542, triplet_loss_num=54372.3984, triplet_mean_dist=1.4106, softmax_loss=2.0078, softmax_accuracy=0.6311, affine_affineMatrixloss=0.0453, affine_affineTransloss=0.0030, affine_loss_num=331.0000, affine_loss_sum=0.0456
[2022-11-05 17:15:43] [INFO]: Iteration 03400, Cost 72.59s, triplet_loss=0.1967, triplet_hard_loss=1.1544, triplet_loss_num=52889.1758, triplet_mean_dist=1.4272, softmax_loss=1.9671, softmax_accuracy=0.6450, affine_affineMatrixloss=0.0448, affine_affineTransloss=0.0030, affine_loss_num=350.6600, affine_loss_sum=0.0451
[2022-11-05 17:16:54] [INFO]: Iteration 03500, Cost 71.05s, triplet_loss=0.1966, triplet_hard_loss=1.1499, triplet_loss_num=54737.8008, triplet_mean_dist=1.4121, softmax_loss=1.9977, softmax_accuracy=0.6361, affine_affineMatrixloss=0.0449, affine_affineTransloss=0.0030, affine_loss_num=354.6200, affine_loss_sum=0.0452
[2022-11-05 17:18:04] [INFO]: Iteration 03600, Cost 70.01s, triplet_loss=0.1969, triplet_hard_loss=1.1593, triplet_loss_num=51125.1211, triplet_mean_dist=1.4460, softmax_loss=1.9822, softmax_accuracy=0.6409, affine_affineMatrixloss=0.0455, affine_affineTransloss=0.0030, affine_loss_num=340.1900, affine_loss_sum=0.0458
[2022-11-05 17:19:15] [INFO]: Iteration 03700, Cost 71.33s, triplet_loss=0.1960, triplet_hard_loss=1.1519, triplet_loss_num=53685.8906, triplet_mean_dist=1.4256, softmax_loss=1.9734, softmax_accuracy=0.6407, affine_affineMatrixloss=0.0452, affine_affineTransloss=0.0030, affine_loss_num=352.0200, affine_loss_sum=0.0455
[2022-11-05 17:20:26] [INFO]: Iteration 03800, Cost 71.23s, triplet_loss=0.1969, triplet_hard_loss=1.1647, triplet_loss_num=52636.0898, triplet_mean_dist=1.4470, softmax_loss=1.9859, softmax_accuracy=0.6410, affine_affineMatrixloss=0.0448, affine_affineTransloss=0.0030, affine_loss_num=336.7000, affine_loss_sum=0.0451
[2022-11-05 17:21:35] [INFO]: Iteration 03900, Cost 69.31s, triplet_loss=0.1963, triplet_hard_loss=1.1661, triplet_loss_num=50290.3984, triplet_mean_dist=1.4643, softmax_loss=1.9492, softmax_accuracy=0.6516, affine_affineMatrixloss=0.0449, affine_affineTransloss=0.0030, affine_loss_num=340.7400, affine_loss_sum=0.0452
[2022-11-05 17:22:47] [INFO]: Iteration 04000, Cost 71.57s, triplet_loss=0.1964, triplet_hard_loss=1.1634, triplet_loss_num=51538.3711, triplet_mean_dist=1.4613, softmax_loss=1.9413, softmax_accuracy=0.6497, affine_affineMatrixloss=0.0448, affine_affineTransloss=0.0030, affine_loss_num=332.5900, affine_loss_sum=0.0451
[2022-11-05 17:23:58] [INFO]: Iteration 04100, Cost 71.16s, triplet_loss=0.1965, triplet_hard_loss=1.1627, triplet_loss_num=49390.1914, triplet_mean_dist=1.4840, softmax_loss=1.9409, softmax_accuracy=0.6542, affine_affineMatrixloss=0.0448, affine_affineTransloss=0.0030, affine_loss_num=337.6800, affine_loss_sum=0.0451
[2022-11-05 17:25:09] [INFO]: Iteration 04200, Cost 70.59s, triplet_loss=0.1963, triplet_hard_loss=1.1658, triplet_loss_num=50505.6094, triplet_mean_dist=1.4697, softmax_loss=1.9118, softmax_accuracy=0.6622, affine_affineMatrixloss=0.0447, affine_affineTransloss=0.0030, affine_loss_num=355.1000, affine_loss_sum=0.0450
[2022-11-05 17:26:19] [INFO]: Iteration 04300, Cost 69.97s, triplet_loss=0.1968, triplet_hard_loss=1.1686, triplet_loss_num=49995.7344, triplet_mean_dist=1.4807, softmax_loss=1.9200, softmax_accuracy=0.6603, affine_affineMatrixloss=0.0448, affine_affineTransloss=0.0030, affine_loss_num=334.5600, affine_loss_sum=0.0451
[2022-11-05 17:27:28] [INFO]: Iteration 04400, Cost 69.30s, triplet_loss=0.1964, triplet_hard_loss=1.1573, triplet_loss_num=48005.7617, triplet_mean_dist=1.5071, softmax_loss=1.8968, softmax_accuracy=0.6664, affine_affineMatrixloss=0.0444, affine_affineTransloss=0.0030, affine_loss_num=338.7300, affine_loss_sum=0.0447
[2022-11-05 17:28:38] [INFO]: Iteration 04500, Cost 69.65s, triplet_loss=0.1957, triplet_hard_loss=1.1586, triplet_loss_num=48004.7695, triplet_mean_dist=1.5013, softmax_loss=1.9234, softmax_accuracy=0.6567, affine_affineMatrixloss=0.0451, affine_affineTransloss=0.0030, affine_loss_num=330.7500, affine_loss_sum=0.0454
[2022-11-05 17:29:48] [INFO]: Iteration 04600, Cost 70.10s, triplet_loss=0.1968, triplet_hard_loss=1.1679, triplet_loss_num=47164.8984, triplet_mean_dist=1.5193, softmax_loss=1.9172, softmax_accuracy=0.6597, affine_affineMatrixloss=0.0448, affine_affineTransloss=0.0030, affine_loss_num=347.9200, affine_loss_sum=0.0451
[2022-11-05 17:30:58] [INFO]: Iteration 04700, Cost 70.56s, triplet_loss=0.1963, triplet_hard_loss=1.1632, triplet_loss_num=48360.6367, triplet_mean_dist=1.5038, softmax_loss=1.8702, softmax_accuracy=0.6790, affine_affineMatrixloss=0.0450, affine_affineTransloss=0.0030, affine_loss_num=340.4100, affine_loss_sum=0.0453
[2022-11-05 17:32:09] [INFO]: Iteration 04800, Cost 70.11s, triplet_loss=0.1958, triplet_hard_loss=1.1560, triplet_loss_num=48836.9805, triplet_mean_dist=1.4907, softmax_loss=1.8986, softmax_accuracy=0.6676, affine_affineMatrixloss=0.0451, affine_affineTransloss=0.0030, affine_loss_num=336.0600, affine_loss_sum=0.0454
[2022-11-05 17:33:18] [INFO]: Iteration 04900, Cost 69.56s, triplet_loss=0.1963, triplet_hard_loss=1.1666, triplet_loss_num=46866.2109, triplet_mean_dist=1.5166, softmax_loss=1.8918, softmax_accuracy=0.6707, affine_affineMatrixloss=0.0446, affine_affineTransloss=0.0030, affine_loss_num=342.8800, affine_loss_sum=0.0449
[2022-11-05 17:34:28] [INFO]: Iteration 05000, Cost 69.73s, triplet_loss=0.1967, triplet_hard_loss=1.1663, triplet_loss_num=47790.8008, triplet_mean_dist=1.5065, softmax_loss=1.8982, softmax_accuracy=0.6672, affine_affineMatrixloss=0.0448, affine_affineTransloss=0.0030, affine_loss_num=324.3400, affine_loss_sum=0.0451
[2022-11-05 17:35:38] [INFO]: Iteration 05100, Cost 70.23s, triplet_loss=0.1960, triplet_hard_loss=1.1563, triplet_loss_num=46437.1992, triplet_mean_dist=1.5264, softmax_loss=1.8697, softmax_accuracy=0.6756, affine_affineMatrixloss=0.0451, affine_affineTransloss=0.0030, affine_loss_num=338.3800, affine_loss_sum=0.0454
[2022-11-05 17:36:49] [INFO]: Iteration 05200, Cost 71.38s, triplet_loss=0.1962, triplet_hard_loss=1.1632, triplet_loss_num=45835.8516, triplet_mean_dist=1.5335, softmax_loss=1.8738, softmax_accuracy=0.6783, affine_affineMatrixloss=0.0446, affine_affineTransloss=0.0030, affine_loss_num=364.3200, affine_loss_sum=0.0449
[2022-11-05 17:38:00] [INFO]: Iteration 05300, Cost 70.26s, triplet_loss=0.1964, triplet_hard_loss=1.1692, triplet_loss_num=45706.0938, triplet_mean_dist=1.5408, softmax_loss=1.8626, softmax_accuracy=0.6782, affine_affineMatrixloss=0.0448, affine_affineTransloss=0.0030, affine_loss_num=345.0800, affine_loss_sum=0.0451
[2022-11-05 17:39:10] [INFO]: Iteration 05400, Cost 69.97s, triplet_loss=0.1964, triplet_hard_loss=1.1708, triplet_loss_num=45956.0703, triplet_mean_dist=1.5360, softmax_loss=1.8592, softmax_accuracy=0.6805, affine_affineMatrixloss=0.0450, affine_affineTransloss=0.0030, affine_loss_num=346.0200, affine_loss_sum=0.0453
[2022-11-05 17:40:20] [INFO]: Iteration 05500, Cost 70.16s, triplet_loss=0.1959, triplet_hard_loss=1.1618, triplet_loss_num=46077.3164, triplet_mean_dist=1.5308, softmax_loss=1.8548, softmax_accuracy=0.6815, affine_affineMatrixloss=0.0447, affine_affineTransloss=0.0030, affine_loss_num=340.9200, affine_loss_sum=0.0450
[2022-11-05 17:41:30] [INFO]: Iteration 05600, Cost 70.22s, triplet_loss=0.1961, triplet_hard_loss=1.1677, triplet_loss_num=44070.4062, triplet_mean_dist=1.5644, softmax_loss=1.8654, softmax_accuracy=0.6778, affine_affineMatrixloss=0.0445, affine_affineTransloss=0.0030, affine_loss_num=333.1400, affine_loss_sum=0.0448
[2022-11-05 17:42:40] [INFO]: Iteration 05700, Cost 70.27s, triplet_loss=0.1967, triplet_hard_loss=1.1717, triplet_loss_num=44291.3594, triplet_mean_dist=1.5635, softmax_loss=1.8469, softmax_accuracy=0.6834, affine_affineMatrixloss=0.0448, affine_affineTransloss=0.0030, affine_loss_num=328.8700, affine_loss_sum=0.0451
[2022-11-05 17:43:50] [INFO]: Iteration 05800, Cost 69.84s, triplet_loss=0.1960, triplet_hard_loss=1.1672, triplet_loss_num=45637.0352, triplet_mean_dist=1.5383, softmax_loss=1.9108, softmax_accuracy=0.6651, affine_affineMatrixloss=0.0452, affine_affineTransloss=0.0030, affine_loss_num=332.1800, affine_loss_sum=0.0455
[2022-11-05 17:45:00] [INFO]: Iteration 05900, Cost 70.09s, triplet_loss=0.1965, triplet_hard_loss=1.1674, triplet_loss_num=46295.5547, triplet_mean_dist=1.5361, softmax_loss=1.8649, softmax_accuracy=0.6772, affine_affineMatrixloss=0.0445, affine_affineTransloss=0.0030, affine_loss_num=345.3800, affine_loss_sum=0.0448
[2022-11-05 17:46:10] [INFO]: Iteration 06000, Cost 69.92s, triplet_loss=0.1952, triplet_hard_loss=1.1590, triplet_loss_num=43483.5508, triplet_mean_dist=1.5625, softmax_loss=1.8731, softmax_accuracy=0.6741, affine_affineMatrixloss=0.0448, affine_affineTransloss=0.0030, affine_loss_num=331.9700, affine_loss_sum=0.0451
[2022-11-05 17:47:19] [INFO]: Iteration 06100, Cost 68.58s, triplet_loss=0.1960, triplet_hard_loss=1.1728, triplet_loss_num=43357.9688, triplet_mean_dist=1.5833, softmax_loss=1.8159, softmax_accuracy=0.6943, affine_affineMatrixloss=0.0448, affine_affineTransloss=0.0030, affine_loss_num=335.1300, affine_loss_sum=0.0451
[2022-11-05 17:48:29] [INFO]: Iteration 06200, Cost 70.24s, triplet_loss=0.1959, triplet_hard_loss=1.1702, triplet_loss_num=44690.3984, triplet_mean_dist=1.5606, softmax_loss=1.8494, softmax_accuracy=0.6823, affine_affineMatrixloss=0.0445, affine_affineTransloss=0.0030, affine_loss_num=336.9800, affine_loss_sum=0.0448
[2022-11-05 17:49:39] [INFO]: Iteration 06300, Cost 70.44s, triplet_loss=0.1962, triplet_hard_loss=1.1696, triplet_loss_num=42368.2969, triplet_mean_dist=1.5879, softmax_loss=1.8214, softmax_accuracy=0.6922, affine_affineMatrixloss=0.0446, affine_affineTransloss=0.0030, affine_loss_num=352.8200, affine_loss_sum=0.0449
[2022-11-05 17:50:50] [INFO]: Iteration 06400, Cost 70.13s, triplet_loss=0.1956, triplet_hard_loss=1.1668, triplet_loss_num=42546.6719, triplet_mean_dist=1.5839, softmax_loss=1.8300, softmax_accuracy=0.6896, affine_affineMatrixloss=0.0445, affine_affineTransloss=0.0030, affine_loss_num=346.9200, affine_loss_sum=0.0448
